Totals by Breakout
Date,India,Indonesia,Thailand,Mexico,United States,Australia,Hungary,Italy,France,QA,BY,Singapore,KR,Czech Republic,Greece,Canada,Japan,Austria,Ireland,RS,Israel,Poland,Switzerland,TN,Taiwan,Netherlands,United Kingdom,Belgium,Hong Kong,Russia,New Zealand,Norway,Germany,Vietnam,GH,Sweden,Slovakia,China,Brazil,Philippines,Romania,Morocco,Colombia,Chile,Spain,South Africa,Argentina,Ukraine,Finland,Turkey,SI,MU,KH,Denmark,DO,Egypt,IR,Saudi Arabia,Malaysia,Portugal,KE,PK,Estonia,CR,GN,LB,LU,AF,UY,BO,KZ,LK,UAE,TM,CI,GE,JO,HR,Lithuania,AD,SL,AO,LR,IS,Bulgaria,Venezuela,Peru,LV,MM,CM,MK,AW,CY,NA,MO,DZ,OM,SV,MT,CW,TT,HT,NG,MW,Ecuador,MD,PR,BD,TJ,AL,GT,PS,MZ,Panama,MV,KW,IM,YE,UZ,NP,GI,LS,BH,IQ,LA,FJ,GG,SC,UG,GA,HN,BB,CV
2020-04-19,285,13,20,10,256,22,12,23,35,2,3,250,44,8,5,29,49,9,2,0,13,22,6,6,12,19,42,5,24,28,10,2,50,13,0,8,1,55,70,10,6,4,21,24,50,25,15,7,4,16,0,2,1,6,7,7,5,0,17,14,1,6,0,5,0,0,1,0,3,2,2,2,2,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-20,284,13,22,10,256,22,12,24,36,2,3,246,44,8,5,30,50,9,3,0,13,20,6,6,12,20,40,6,24,29,11,3,51,15,0,8,1,54,70,9,6,3,22,25,48,24,16,7,4,16,0,2,1,6,7,7,4,0,17,13,1,5,0,5,0,0,1,0,4,2,1,2,2,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-21,276,13,21,10,257,23,12,24,34,2,3,253,43,8,5,29,55,9,3,0,13,23,6,6,12,23,43,7,22,29,11,3,51,12,0,8,1,58,70,8,6,3,21,24,48,31,16,6,4,15,0,2,1,6,6,7,4,0,19,14,1,5,0,5,0,0,1,0,4,2,1,1,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-22,273,13,20,10,257,24,11,24,33,2,3,247,45,8,5,29,50,8,4,0,12,24,6,6,12,24,41,7,24,28,10,3,48,14,0,7,1,55,67,10,6,4,22,24,48,45,16,6,5,17,0,2,1,6,4,7,3,0,19,14,1,5,0,5,0,0,1,0,3,2,1,1,3,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-23,270,13,19,10,261,22,11,25,33,2,3,246,44,7,5,26,52,9,3,0,12,25,6,6,12,24,36,6,25,28,11,3,47,13,0,8,1,53,70,11,6,3,22,24,51,46,16,6,4,17,0,2,1,6,3,7,4,0,19,14,1,5,0,5,0,0,1,0,2,2,2,1,2,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-24,275,13,20,10,252,22,11,26,34,2,3,249,43,7,5,28,49,10,3,0,12,25,6,6,13,21,36,6,23,28,11,3,50,15,0,9,1,59,69,11,6,3,19,23,51,41,16,6,4,17,0,2,1,5,3,7,4,0,18,15,1,5,0,5,0,0,1,0,4,2,2,1,3,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-25,271,13,22,10,242,23,11,26,36,3,3,251,43,7,4,27,49,9,3,0,12,25,6,6,14,20,37,6,23,28,11,3,48,14,0,9,1,59,65,12,6,3,19,23,52,40,16,6,4,17,0,0,1,5,2,7,5,0,18,15,1,4,0,5,0,0,1,0,4,2,2,1,3,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-26,267,13,23,10,247,25,10,26,36,3,3,252,45,7,4,28,47,9,3,0,12,25,6,6,15,21,41,6,24,26,11,3,48,14,0,9,1,54,64,11,6,3,18,22,51,40,16,6,4,16,0,0,1,6,2,7,5,0,17,14,1,4,0,5,0,0,1,0,4,2,2,1,3,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-27,267,13,24,9,246,25,11,26,35,2,3,257,45,7,4,29,45,10,3,0,12,25,6,6,14,21,40,7,21,26,12,3,44,14,0,9,1,58,66,11,6,4,18,22,49,50,16,6,4,17,0,0,1,7,2,7,4,0,17,14,1,4,0,6,0,0,1,0,4,2,2,1,3,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-28,266,13,24,9,246,25,12,26,34,3,3,253,46,7,4,30,43,10,3,0,12,26,6,6,14,21,40,5,25,26,12,3,44,18,0,9,1,59,68,12,7,3,20,23,52,42,17,7,4,16,0,0,1,7,2,7,4,0,16,12,1,5,0,5,0,0,1,0,4,2,2,1,3,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-29,270,13,24,9,239,24,11,27,38,2,3,257,47,6,5,27,42,10,2,0,12,25,6,5,15,20,41,5,25,25,12,3,49,17,0,9,1,61,68,11,6,2,22,23,51,29,17,6,6,16,0,0,1,7,2,7,5,0,17,12,1,5,0,5,0,0,1,0,4,2,2,1,3,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-30,267,14,23,9,240,24,12,27,38,2,3,260,49,7,5,27,43,10,2,0,12,25,6,5,15,21,40,5,23,24,12,2,49,15,0,9,1,61,67,11,7,3,22,25,48,36,17,6,6,16,0,0,1,7,2,7,5,0,18,11,1,5,0,5,0,0,1,0,3,2,2,1,3,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-01,279,13,24,9,247,24,12,25,37,2,3,257,47,7,5,26,46,9,2,0,12,23,6,5,14,19,40,6,22,24,12,2,53,14,0,8,1,60,66,11,7,3,23,25,47,34,16,6,7,16,0,0,1,7,2,7,4,0,18,13,1,5,0,5,0,0,1,0,3,2,2,1,2,0,0,0,0,2,4,0,0,0,0,0,1,0,2,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-02,280,13,25,9,248,25,13,27,38,2,3,261,48,7,5,26,47,9,2,0,12,23,6,5,14,18,39,6,21,26,12,2,52,15,0,8,1,59,68,11,7,2,22,25,47,34,16,6,7,16,0,0,1,7,3,8,3,0,18,13,1,5,0,5,0,0,1,0,3,2,2,1,2,0,0,0,0,3,4,0,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-03,271,13,27,8,249,22,13,27,38,2,3,256,44,7,5,25,48,9,3,0,12,23,6,5,14,19,42,6,20,26,12,2,53,16,0,7,1,58,66,10,7,3,22,25,47,38,16,6,7,16,0,0,1,7,3,8,3,0,18,12,1,5,1,5,0,0,1,0,3,2,2,1,2,0,0,0,0,3,4,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-04,266,13,25,9,255,25,13,27,41,2,3,262,43,7,5,26,44,9,4,0,12,23,6,5,15,18,42,5,20,26,10,2,51,16,0,7,1,56,65,11,7,3,24,25,46,32,18,6,7,16,0,0,1,7,3,8,4,0,18,13,1,5,1,5,0,0,1,0,4,1,2,1,2,0,0,0,0,3,4,0,0,0,0,0,2,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-05,271,13,24,8,254,23,10,27,42,2,3,267,47,7,5,25,46,9,1,0,11,24,7,5,16,21,40,4,17,25,11,2,50,17,0,7,1,54,65,12,6,3,24,25,50,34,18,6,7,16,0,0,1,7,3,8,4,0,17,14,1,7,0,5,0,0,1,0,4,1,2,1,2,0,0,0,0,3,4,0,0,0,0,0,1,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-06,269,13,24,8,257,23,10,26,42,2,3,261,47,8,6,27,48,9,1,0,11,24,7,5,17,20,38,4,16,25,10,1,46,17,0,7,1,60,66,12,6,3,24,27,52,36,18,6,7,16,0,0,2,7,3,8,4,0,17,15,1,8,0,5,0,0,1,0,4,1,2,1,2,0,0,0,0,3,3,0,0,0,0,0,1,0,2,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-07,279,13,24,8,246,23,11,26,42,2,3,258,48,6,6,28,46,9,2,0,11,26,7,5,18,19,41,4,16,27,11,1,47,17,0,7,1,61,67,12,6,2,25,26,52,31,19,6,7,16,0,0,2,7,2,8,4,0,17,15,1,8,1,5,0,0,1,0,3,1,2,1,2,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-08,276,13,23,8,250,22,9,26,40,2,3,262,49,6,6,28,44,9,3,0,11,27,6,5,18,16,41,6,16,27,11,1,47,18,0,7,1,58,69,12,6,3,26,27,52,34,19,6,8,15,0,0,2,7,2,9,3,0,16,15,1,8,1,5,0,0,1,0,3,2,2,1,2,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-09,275,13,22,8,248,23,9,26,41,2,3,262,49,6,6,28,44,9,3,0,11,27,6,5,16,16,41,6,16,27,11,1,47,19,0,8,1,56,68,12,6,3,26,27,51,36,19,6,8,16,0,0,2,7,2,8,3,0,17,9,1,8,0,5,0,0,1,0,3,2,2,1,2,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-10,272,14,23,8,254,23,8,26,40,2,3,263,50,6,6,29,45,9,3,0,11,25,6,5,16,16,44,6,16,27,11,1,48,18,0,7,1,58,70,11,6,2,25,26,53,33,19,6,8,15,0,0,2,7,3,8,3,0,17,10,1,8,0,5,0,0,1,0,3,2,2,1,2,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-11,276,14,23,9,249,24,8,25,40,2,3,264,49,7,6,27,46,9,4,0,11,26,5,5,15,18,44,5,15,28,11,1,49,19,0,8,1,61,67,13,6,3,25,24,51,33,20,6,8,15,0,1,2,6,3,8,3,0,17,8,1,8,1,5,0,0,1,0,3,2,3,1,3,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-12,277,14,24,9,250,24,9,25,38,2,3,267,51,8,6,28,49,9,3,0,11,26,5,5,14,17,42,4,18,28,11,1,48,18,0,9,1,62,65,13,7,3,26,24,51,29,20,6,8,14,0,1,2,6,3,8,3,0,17,9,1,8,0,5,0,0,1,0,4,2,3,1,2,0,0,0,0,1,3,0,0,0,0,0,1,0,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-13,275,15,24,9,257,25,9,25,38,2,3,268,49,8,6,28,50,10,3,0,11,24,5,5,15,19,43,5,18,28,11,1,49,18,0,8,1,62,64,13,7,3,24,23,50,25,19,5,8,13,0,0,1,7,3,9,4,0,17,8,1,8,0,5,0,0,1,0,4,2,3,2,3,0,0,0,0,1,3,0,0,0,0,0,1,0,2,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-14,268,14,24,9,261,25,9,25,39,2,3,264,53,8,6,26,48,10,4,0,11,24,5,5,13,18,42,6,19,29,11,1,47,17,0,8,1,61,65,13,8,3,25,23,51,22,19,6,7,13,0,1,1,8,3,8,4,0,17,6,1,8,1,5,0,0,1,0,4,2,3,2,2,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-15,283,14,24,9,250,24,9,23,39,2,3,255,54,7,7,27,48,10,2,0,11,23,5,5,13,20,43,6,18,29,11,1,49,17,0,7,1,65,66,13,8,3,25,23,51,20,17,6,7,13,0,1,1,8,3,10,5,0,17,7,1,10,0,5,0,0,1,0,4,2,3,2,3,0,0,0,0,3,3,0,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-16,284,14,24,10,249,26,10,23,40,2,3,255,55,7,7,28,48,10,2,0,11,23,5,5,14,20,41,6,17,30,11,1,49,18,0,8,1,65,66,12,7,2,24,22,54,17,17,6,7,13,0,1,1,9,2,10,6,0,16,7,1,10,0,5,0,0,1,0,4,2,3,2,2,0,0,0,0,3,3,0,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-17,280,14,23,10,254,25,10,25,39,2,3,256,52,7,7,29,48,10,2,0,11,24,5,5,14,22,40,6,17,30,12,1,51,18,0,8,1,62,65,12,7,2,24,22,54,14,17,6,7,15,0,1,1,8,2,10,5,0,15,8,1,10,0,5,0,0,1,0,4,2,3,2,2,0,0,0,0,4,3,0,0,0,0,0,1,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-18,288,14,23,10,259,26,10,25,39,2,3,248,52,6,7,28,49,10,3,0,11,22,5,5,15,19,43,6,17,30,12,1,47,18,0,7,1,60,63,14,7,3,25,20,54,11,18,6,8,15,0,2,1,8,3,10,5,0,16,8,1,10,0,5,0,0,1,0,4,2,3,2,2,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-19,282,14,23,10,267,25,9,26,40,2,2,253,54,6,7,29,47,11,4,0,11,24,5,5,17,21,44,5,17,29,13,1,46,17,0,7,1,58,60,14,7,2,26,24,55,12,19,7,8,14,0,2,1,8,4,10,5,0,16,7,1,10,1,6,0,0,1,0,4,2,3,3,3,0,0,0,0,4,3,0,0,0,0,0,1,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-20,276,14,22,11,271,23,9,27,37,2,2,261,53,6,7,28,51,10,4,0,11,26,5,5,16,20,42,6,20,28,13,1,47,17,0,8,1,60,62,13,7,3,25,24,57,12,19,8,8,14,0,2,1,8,4,10,5,0,15,8,1,10,0,6,0,0,1,0,4,2,3,3,2,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-21,279,14,22,11,271,23,9,27,36,2,2,260,53,6,7,26,49,11,3,0,10,25,4,5,17,20,41,7,18,29,13,1,46,18,0,8,1,65,62,13,7,3,25,24,57,14,19,8,8,16,0,2,1,8,4,12,4,0,16,8,1,10,0,6,0,0,1,0,4,2,3,2,3,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0
2020-05-22,287,14,22,12,273,24,9,28,35,2,2,261,54,6,6,27,49,11,3,0,10,25,4,5,17,18,40,7,20,29,13,1,46,18,0,8,1,62,61,14,7,3,26,23,57,14,18,8,8,15,0,3,1,8,4,12,4,0,16,7,1,10,1,6,0,0,1,0,4,2,3,2,3,0,0,0,0,3,3,0,0,0,0,0,1,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-23,291,15,24,11,268,25,9,28,35,2,2,264,55,6,7,27,47,11,3,0,9,24,4,5,18,18,43,7,19,29,12,1,45,17,0,8,1,62,63,13,8,3,26,23,55,14,19,8,8,15,0,3,1,8,4,11,2,0,16,7,1,10,1,6,0,0,1,0,4,2,3,3,3,0,0,0,0,3,3,0,0,0,0,0,1,0,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-24,284,13,25,11,276,25,8,27,34,2,2,262,53,7,5,27,47,12,3,0,9,24,4,5,18,16,42,7,18,28,12,1,48,18,0,8,1,63,63,14,7,3,26,23,55,14,19,7,8,15,0,3,1,8,3,11,3,0,16,6,1,11,0,6,0,0,1,0,4,2,2,3,3,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-25,284,14,25,11,272,24,9,27,33,1,2,257,53,9,5,28,45,12,3,0,9,24,4,5,18,17,43,7,21,26,12,1,46,21,0,8,1,68,62,14,8,3,28,24,53,15,19,9,9,15,0,2,1,8,3,10,3,0,16,6,1,11,1,6,0,0,1,0,4,2,2,3,4,0,0,0,0,3,2,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-26,287,14,26,11,270,24,9,27,34,1,2,259,55,9,5,29,46,12,3,0,9,22,4,5,18,18,40,7,21,27,12,1,45,19,0,8,1,71,62,13,8,3,28,23,54,15,19,8,9,15,0,2,1,6,2,10,4,0,17,6,1,10,0,5,0,0,1,0,4,2,3,3,3,0,0,0,0,3,3,0,0,0,0,0,1,0,3,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-27,285,13,26,11,266,27,9,27,33,1,2,256,55,9,5,29,47,11,3,0,9,23,5,5,17,19,40,7,25,29,11,1,46,20,0,9,1,72,62,15,8,3,26,24,55,16,19,8,8,15,0,2,1,6,4,10,4,0,16,7,1,9,0,5,0,0,1,0,4,2,3,2,3,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-28,285,13,27,9,265,25,9,28,33,1,2,259,58,9,5,28,46,12,3,0,9,23,5,5,17,20,38,7,24,29,12,1,43,20,0,8,1,72,64,15,8,3,26,25,57,16,19,9,8,16,0,2,1,7,4,8,3,0,16,7,1,10,1,5,0,0,1,0,4,2,3,2,3,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-29,294,13,26,9,256,24,9,29,33,1,2,260,59,10,5,28,48,12,3,0,10,22,5,5,16,24,38,4,24,30,12,1,45,19,0,8,1,71,64,15,8,3,25,26,57,16,20,7,7,16,0,2,1,6,4,8,5,0,16,7,1,10,1,5,0,0,1,0,4,2,3,2,3,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-30,292,13,25,10,255,25,9,28,33,2,2,256,60,10,5,27,48,12,3,0,9,22,5,5,17,23,37,4,24,30,13,1,42,20,0,8,1,67,64,15,8,3,24,26,57,16,20,8,8,16,0,2,1,6,5,10,4,0,16,7,1,10,0,5,0,0,1,0,4,2,3,2,5,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-31,288,13,23,10,257,25,9,27,32,2,2,255,58,9,5,27,50,12,4,0,9,22,5,5,18,22,38,4,25,29,13,1,42,21,0,9,1,67,64,15,8,3,25,26,55,16,21,8,8,17,0,2,1,6,5,11,3,0,15,7,1,10,1,5,0,0,1,0,4,2,3,2,4,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-01,287,13,23,9,261,25,6,27,32,2,2,259,58,8,7,26,51,11,2,0,9,25,5,5,17,22,38,4,22,30,13,1,43,18,0,8,1,69,63,15,8,3,24,25,54,16,22,7,8,17,0,2,1,6,5,11,4,0,17,7,1,10,1,5,0,0,1,0,4,2,3,2,4,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-02,284,12,23,10,268,25,7,27,32,2,2,263,61,7,7,26,53,11,4,0,8,25,5,5,16,22,39,4,21,29,13,1,43,21,0,7,1,66,63,16,8,3,23,24,53,15,23,7,8,17,0,2,1,7,5,11,4,0,19,7,1,10,0,5,0,0,1,0,5,2,2,2,4,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-03,288,12,22,10,270,25,7,27,33,2,2,262,62,7,7,25,50,10,3,0,9,25,5,5,19,23,40,4,20,28,13,1,43,20,0,7,1,69,65,16,8,3,26,25,53,14,23,8,7,18,0,3,1,7,4,11,3,0,17,6,1,10,1,5,0,0,2,0,5,2,2,2,4,0,0,0,0,3,4,0,0,0,0,0,1,0,3,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-04,294,13,22,10,262,24,8,27,32,2,2,258,60,7,7,25,52,10,3,0,9,23,5,5,20,22,42,4,17,29,14,1,42,18,0,7,1,72,65,16,8,3,26,25,54,14,23,7,7,17,0,4,1,7,4,11,3,0,19,6,1,10,0,5,0,0,2,0,5,2,2,2,4,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-05,301,13,22,11,266,26,8,27,32,2,2,258,63,7,6,25,50,10,3,0,10,22,5,5,22,22,41,5,17,28,14,1,44,21,0,7,1,70,66,16,6,3,27,25,55,13,22,7,8,17,0,4,1,7,4,12,5,0,21,5,1,10,1,5,0,0,1,0,5,2,2,2,4,0,0,0,0,3,3,0,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-06,304,13,24,11,267,26,8,27,32,2,2,263,64,7,7,25,51,10,3,0,10,23,5,5,21,21,41,5,18,27,14,1,44,20,0,8,1,75,65,16,6,3,27,25,56,14,22,6,8,17,0,4,1,7,2,11,6,0,24,5,1,10,1,5,0,0,1,0,5,3,2,2,3,0,0,0,0,3,3,0,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
